"","source_id","metabolites","ontology"
"2022310","kegg:C00486","Bilirubin","Feces"
"2022329","kegg:C16522","11,14,17-Eicosatrienoic acid","Feces"
"2022357","kegg:C00263","L-Homoserine","Feces"
"2022362","kegg:C11301","Sulfolithocholylglycine","Feces"
"2022436","kegg:C00141","Alpha-ketoisovaleric acid","Feces"
"2022485","kegg:C01083","Trehalose","Feces"
"2022537","kegg:C00474","Ribitol","Feces"
"2022570","kegg:C10452","1-Methoxy-4-(2-propenyl)benzen","Feces"
"2022604","kegg:C07202","Metoprolol","Feces"
"2022636","kegg:C09723","beta-Selinene","Feces"
"2022653","kegg:C01595","Linoleic acid","Feces"
"2022655","kegg:C00309","D-Ribulose","Feces"
"2022671","kegg:C00089","Furan","Feces"
"2022675","kegg:C00242","Guanine","Feces"
"2022757","kegg:C01189","Lathosterol","Feces"
"2022786","kegg:C00329","Glucosamine","Feces"
"2022834","kegg:C11346","16-alpha,17-beta-estriol 17-be","Feces"
"2022845","kegg:C01468","p-Cresol","Feces"
"2022862","kegg:C00009","Phosphate","Feces"
"2022864","kegg:C00583","Propylene glycol","Feces"
"2022867","kegg:C01921","Glycocholic acid","Feces"
"2022888","kegg:C00124","D-Galactose;","Feces"
"2022909","kegg:C05504","Estriol-16-Glucuronide","Feces"
"2022951","kegg:C00157","PC(16:0/22:1(13Z))","Feces"
"2022978","kegg:C03242","8,11,14-Eicosatrienoic acid","Feces"
"2022988","kegg:C00409","Methanethiol","Feces"
"2023074","kegg:C00483","Tyramine","Feces"
"2023140","kegg:C00548","Phenyl acetate","Feces"
"2023188","kegg:C00031","D-Glucose","Feces"
"2023190","kegg:C00643","Oxitriptan","Feces"
"2023196","kegg:C01017","5-Hydroxy-L-tryptophan","Feces"
"2023197","kegg:C20157","Beta-Carboline","Feces"
"2023269","kegg:C01799","Norvaline","Feces"
"2023315","kegg:C00123","L-Leucine","Feces"
"2023335","kegg:C00195","Ceramide (d18:1/18:0)","Feces"
"2023400","kegg:C01753","Beta-Sitosterol","Feces"
"2023458","kegg:C00026","Oxoglutaric acid","Feces"
"2023506","kegg:C00178","Thymine","Feces"
"2023508","kegg:C11061","Retinoyl b-glucuronide","Feces"
"2023513","kegg:C02271","Dichloromethane","Feces"
"2023560","kegg:C01205","(R)-b-aminoisobutyric acid","Feces"
"2023586","kegg:C00021","S-Adenosylhomocysteine","Feces"
"2023674","kegg:C00815","Citramalic acid","Feces"
"2023739","kegg:C00818","D-Glucaric acid","Feces"
"2023741","kegg:C01657","N-Acetyl-L-tyrosine","Feces"
"2023744","kegg:C06746","Quinic acid","Feces"
"2023751","kegg:C06202","2-Hydroxybenzaldehyde","Feces"
"2023790","kegg:C00114","Choline","Feces"
"2023799","kegg:C05984","2-Hydroxybutyric acid","Feces"
"2023804","kegg:C02845","Butanone","Feces"
"2023838","kegg:C02804","5-Hydroxypentanoic acid","Feces"
"2023872","kegg:C00878","Arabinonic acid","Feces"
"2023916","kegg:C09684","alpha-Humulene","Feces"
"2024028","kegg:C09844","Eucalyptol","Feces"
"2024031","kegg:C00117","D-Ribose 5-phosphate","Feces"
"2024054","kegg:C07635","Epiandrosterone","Feces"
"2024056","kegg:C07330","3-Methyl-2-butenal","Feces"
"2024077","kegg:C02477","Alpha-Tocopherol","Feces"
"2024083","kegg:C08497","2-Hexenal","Feces"
"2024185","kegg:C07329","Iso-Valeraldehyde","Feces"
"2024210","kegg:C17144","(S)-3-Octanol","Feces"
"2024258","kegg:C00033","Acetic acid","Feces"
"2024259","kegg:C00587","3-Hydroxybenzoic acid","Feces"
"2024292","kegg:C08320","Tetracosanoic acid","Feces"
"2024297","kegg:C00048","Glyoxylic acid","Feces"
"2024300","kegg:C16359","1-Methyluric acid","Feces"
"2024339","kegg:C00180","Benzoic acid","Feces"
"2024373","kegg:C09840","5-Isopropyl-2-methylphenol","Feces"
"2024409","kegg:C00153","Niacinamide","Feces"
"2024457","kegg:C00025","Famotidine","Feces"
"2024513","kegg:C05942","Pyrrole-2-carboxylic acid","Feces"
"2024519","kegg:C09880","(+)-a-Pinene","Feces"
"2024524","kegg:C00466","Acetoin","Feces"
"2024568","kegg:C00388","Histamine","Feces"
"2024598","kegg:C00082","L-Tyrosine","Feces"
"2024669","kegg:C00482","Sinapic acid","Feces"
"2024679","kegg:C03219","2-Methylpropanal","Feces"
"2024680","kegg:C16361","1,3,7-Trimethyluricacid;","Feces"
"2024716","kegg:C01004","Trigonelline","Feces"
"2024733","kegg:C00265","1,4-Dithiothreitol","Feces"
"2024740","kegg:C01825","L-Galactose","Feces"
"2024746","kegg:C00829","Naphthalene","Feces"
"2024820","kegg:C06152","muco-Inositol","Feces"
"2024830","kegg:C01530","Stearic acid","Feces"
"2024887","kegg:C11391","(S)-alpha-Phellandrene","Feces"
"2025032","kegg:C08374","N-Dodecane","Feces"
"2025075","kegg:C02155","Glycylleucine","Feces"
"2025098","kegg:C00984","D-Galactose","Feces"
"2025131","kegg:C14499","Hexadecane","Feces"
"2025153","kegg:C02356","L-Alpha-aminobutyric acid","Feces"
"2025168","kegg:C01042","N-Acetyl-L-aspartic acid","Feces"
"2025169","kegg:C02614","(S)-2-Methylmalate;","Feces"
"2025181","kegg:C05145","3-Aminoisobutanoic acid","Feces"
"2025204","kegg:C00047","L-Lysine","Feces"
"2025209","kegg:C14205","alpha-(p-(1,1,3,3-Tetramethylb","Feces"
"2025272","kegg:C01620","Threonic acid","Feces"
"2025343","kegg:C00163","Propionic acid","Feces"
"2025381","kegg:C00106","Uracil","Feces"
"2025421","kegg:C01948","Pentadecanal","Feces"
"2025484","kegg:C04006","Myo-inositol 1-phosphate","Feces"
"2025512","kegg:C09875","(R)-alpha-Phellandrene","Feces"
"2025551","kegg:C00328","L-Kynurenine","Feces"
"2025555","kegg:C00822","Dopaquinone","Feces"
"2025606","kegg:C06563","Genistein","Feces"
"2025610","kegg:C07480","Theobromine","Feces"
"2025655","kegg:C00379","D-Xylitol","Feces"
"2025704","kegg:C00568","p-Aminobenzoic acid","Feces"
"2025731","kegg:C02336","D-Fructose","Feces"
"2025737","kegg:C14390","Heptanal","Feces"
"2025744","kegg:C14279","2-Furancarboxaldehyde","Feces"
"2025777","kegg:C01875","2-Undecanone","Feces"
"2025786","kegg:C08281","Behenic acid","Feces"
"2025797","kegg:C00823","1-Hexadecanol","Feces"
"2025841","kegg:C01198","3-(2-Hydroxyphenyl)propanoic a","Feces"
"2025872","kegg:C06543","Solanidine","Feces"
"2025902","kegg:C01672","Cadaverine","Feces"
"2025918","kegg:C02445","Nonane","Feces"
"2025956","kegg:C00489","Glutaric acid","Feces"
"2026035","kegg:C05425","3b,5a,6b-Cholestanetriol","Feces"
"2026047","kegg:C00747","Pyridine","Feces"
"2026050","kegg:C00295","Orotic acid","Feces"
"2026150","kegg:C00062","L-Arginine","Feces"
"2026154","kegg:C20792","Oleoylethanolamide;","Feces"
"2026198","kegg:C00791","Creatinine","Feces"
"2026215","kegg:C00084","Acetaldehyde","Feces"
"2026222","kegg:C00639","Prostaglandin F2a","Feces"
"2026278","kegg:C05629","Hydrocinnamic acid","Feces"
"2026312","kegg:C00116","Glycerol","Feces"
"2026343","kegg:C03594","7a-Hydroxycholesterol","Feces"
"2026370","kegg:C06244","Acetamide","Feces"
"2026411","kegg:C00527","Glutaryl-CoA","Feces"
"2026439","kegg:C02636","3-Dehydrocarnitine","Feces"
"2026462","kegg:C00811","4-Hydroxycinnamic acid","Feces"
"2026480","kegg:C06756","p-Xylene","Feces"
"2026509","kegg:C05979","Propyl alcohol","Feces"
"2026520","kegg:C02714","N-Acetylputrescine","Feces"
"2026558","kegg:C05842","N1-Methyl-2-pyridone-5-carboxa","Feces"
"2026575","kegg:C06423","Caprylic acid","Feces"
"2026579","kegg:C00179","Agmatine","Feces"
"2026605","kegg:C02373","Hexanal","Feces"
"2026610","kegg:C07874","2-Methylacetophenone","Feces"
"2026623","kegg:C01835","Maltotriose","Feces"
"2026632","kegg:C02291","L-Cystathionine","Feces"
"2026651","kegg:C05635","5-Hydroxyindoleacetic acid","Feces"
"2026667","kegg:C06427","Alpha-Linolenic acid","Feces"
"2026675","kegg:C00090","Pyrocatechol","Feces"
"2026697","kegg:C00741","Diacetyl","Feces"
"2026716","kegg:C01697","Galactitol","Feces"
"2026790","kegg:C05283","N2-gamma-Glutamylglutamine","Feces"
"2026812","kegg:C01789","Campesterol","Feces"
"2026920","kegg:C00319","Sphingosine","Feces"
"2026976","kegg:C00864","(R)-pantothenic Acid","Feces"
"2026989","kegg:C00645","N-Acetylmannosamine","Feces"
"2027008","kegg:C00267","Alpha-D-Glucose","Feces"
"2027046","kegg:C02037","Glycyl-glycine","Feces"
"2027077","kegg:C11457","3-(3-Hydroxyphenyl)propanoic a","Feces"
"2027115","kegg:C01479","Phenyllactic acid","Feces"
"2027158","kegg:C00042","Succinic acid","Feces"
"2027161","kegg:C17661","Isodeoxycholic acid","Feces"
"2027165","kegg:C05127","1-Methylhistamine","Feces"
"2027202","kegg:C00800","Gulonic acid","Feces"
"2027214","kegg:C00346","O-Phosphoethanolamine","Feces"
"2027240","kegg:C03765","4-Hydroxyphenylacetaldehyde","Feces"
"2027274","kegg:C17726","3a,6b,7b-Trihydroxy-5b-cholano","Feces"
"2027322","kegg:C01157","4-Hydroxyproline","Feces"
"2027352","kegg:C00637","Indoleacetaldehyde","Feces"
"2027357","kegg:C01089","3-Hydroxybutyric acid","Feces"
"2027383","kegg:C11251","CE(16:0)","Feces"
"2027384","kegg:C05122","Taurocholic acid","Feces"
"2027418","kegg:C12312","1,3-Dihydro-(2H)-indol-2-one","Feces"
"2027481","kegg:C08261","Azelaic acid","Feces"
"2027519","kegg:C15441","CE(18:2(9Z,12Z))","Feces"
"2027550","kegg:C06834","Atorvastatin","Feces"
"2027568","kegg:C11386","L-Citronellol","Feces"
"2027599","kegg:C00584","17-hydroxy-E4-neuroprostane","Feces"
"2027626","kegg:C00174","Nonadeca-10(Z)-enoic acid","Feces"
"2027675","kegg:C00711","Malic acid","Feces"
"2027697","kegg:C05645","4-(2-Amino-3-hydroxyphenyl)-2,","Feces"
"2027728","kegg:C05841","Nicotinate D-ribonucleoside","Feces"
"2027751","kegg:C01424","Gallic acid","Feces"
"2027768","kegg:C00133","D-Alanine","Feces"
"2027789","kegg:C06804","Acetaminophen;","Feces"
"2027794","kegg:C00207","Acetone","Feces"
"2027810","kegg:C19615","Hexadecanedioic acid","Feces"
"2027815","kegg:C05634","5-Hydroxyindoleacetaldehyde","Feces"
"2027848","kegg:C00158","Citric acid","Feces"
"2027916","kegg:C14386","3-Ethylphenol","Feces"
"2027939","kegg:C01074","N-Acetylgalactosamine","Feces"
"2027952","kegg:C00156","4-Hydroxybenzoic acid","Feces"
"2028007","kegg:C19910","N-Acetylneuraminic acid","Feces"
"2028016","kegg:C00270","N-Acetylneuraminate;","Feces"
"2028022","kegg:C06469","Neuraminic acid","Feces"
"2028062","kegg:C16360","3,7-Dimethyluricacid","Feces"
"2028088","kegg:C00213","Sarcosine","Feces"
"2028118","kegg:C05793","L-Urobilin","Feces"
"2028137","kegg:C03672","Hydroxyphenyllactic acid","Feces"
"2028146","kegg:C10804","2-(Hydroxymethyl)benzoic acid","Feces"
"2028161","kegg:C02043","Indolelactic acid","Feces"
"2028178","kegg:C00750","Spermine","Feces"
"2028210","kegg:C06424","Myristic acid","Feces"
"2028223","kegg:C02470","Xanthurenic acid","Feces"
"2028224","kegg:C00402","D-Aspartic acid","Feces"
"2028237","kegg:C02530","CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)","Feces"
"2028257","kegg:C08277","Sebacic acid","Feces"
"2028278","kegg:C11271","Hexane","Feces"
"2028302","kegg:C00132","Methanol","Feces"
"2028344","kegg:C07481","Caffeine","Feces"
"2028361","kegg:C08278","Suberic acid","Feces"
"2028385","kegg:C02835","Imidazoleacetic acid","Feces"
"2028425","kegg:C00364","5-Thymidylic acid","Feces"
"2028435","kegg:C05852","Ortho-Hydroxyphenylacetic acid","Feces"
"2028471","kegg:C07208","m-Xylene","Feces"
"2028489","kegg:C01108","1,2,3-Trihydroxybenzene","Feces"
"2028497","kegg:C17714","Heptanoic acid","Feces"
"2028518","kegg:C09882","beta-Pinene","Feces"
"2028589","kegg:C13827","Chloroform","Feces"
"2028608","kegg:C08322","Myristoleic acid","Feces"
"2028627","kegg:C02528","Chenodeoxycholic acid","Feces"
"2028680","kegg:C08372","Dimethyl trisulfide","Feces"
"2028739","kegg:C02278","Lauric aldehyde","Feces"
"2028755","kegg:C02154","Glyceraldehyde","Feces"
"2028768","kegg:C05651","5-Hydroxykynurenine","Feces"
"2028770","kegg:C02378","Aminocaproic acid","Feces"
"2028789","kegg:C15557","Lithocholic acid glycine conju","Feces"
"2028806","kegg:C01177","Inositol phosphate","Feces"
"2028820","kegg:C00097","L-Cysteine","Feces"
"2028836","kegg:C02630","2-Hydroxyglutarate","Feces"
"2028854","kegg:C00903","Cinnamaldehyde","Feces"
"2028897","kegg:C00463","Indole","Feces"
"2028923","kegg:C00099","Beta-Alanine","Feces"
"2028929","kegg:C00135","L-Histidine","Feces"
"2028961","kegg:C00093","Glycerol 3-phosphate","Feces"
"2029014","kegg:C05593","3-Hydroxyphenylacetic acid","Feces"
"2029036","kegg:C01132","N-Acetyl-D-galactosamine;","Feces"
"2029107","kegg:C19033","Carbon disulfide","Feces"
"2029157","kegg:C00186","L-Lactic acid","Feces"
"2029160","kegg:C00503","Erythritol","Feces"
"2029170","kegg:C00262","Hypoxanthine","Feces"
"2029252","kegg:C00255","Riboflavin","Feces"
"2029269","kegg:C00218","Methylamine","Feces"
"2029287","kegg:C02838","L-Octanoylcarnitine","Feces"
"2029299","kegg:C00400","Menthol","Feces"
"2029332","kegg:C00314","Pyridoxine","Feces"
"2029340","kegg:C07083","Styrene","Feces"
"2029350","kegg:C00880","Galactonic acid","Feces"
"2029365","kegg:C00881","Deoxycytidine","Feces"
"2029410","kegg:C00479","Propanal","Feces"
"2029441","kegg:C00416","LysoPA(18:1(9Z)/0:0)","Feces"
"2029476","kegg:C05926","Neopterin","Feces"
"2029486","kegg:C06758","4-Methylbenzaldehyde","Feces"
"2029527","kegg:C00847","4-Pyridoxic acid","Feces"
"2029546","kegg:C01507","L-Iditol","Feces"
"2029559","kegg:C02571","L-Acetylcarnitine","Feces"
"2029562","kegg:C00751","Squalene","Feces"
"2029570","kegg:C01040","L-Gulonolactone","Feces"
"2029662","kegg:C00121","D-Ribose","Feces"
"2029668","kegg:C15673","2-Keto-L-gluconate","Feces"
"2029669","kegg:C09822","Cyclohexanecarboxylic acid","Feces"
"2029703","kegg:C01984","Mandelic acid","Feces"
"2029712","kegg:C06075","Terpinolene","Feces"
"2029714","kegg:C02642","Ureidopropionic acid","Feces"
"2029752","kegg:C01709","Hesperetin","Feces"
"2029767","kegg:C00187","Cholesterol-ester-pool","Feces"
"2029778","kegg:C05659","5-Methoxytryptamine","Feces"
"2029784","kegg:C02727","N6-Acetyl-L-lysine","Feces"
"2029838","kegg:C00221","Beta-D-Glucose","Feces"
"2029847","kegg:C10833","Syringic acid","Feces"
"2029859","kegg:C02498","xi-2-Ethyl-1-hexanol","Feces"
"2029874","kegg:C08362","Palmitoleic acid","Feces"
"2029884","kegg:C08727","Petunidin","Feces"
"2029928","kegg:C02455","1-Phenylethylamine","Feces"
"2029952","kegg:C00507","Rhamnose","Feces"
"2029982","kegg:C07287","Sulcatone","Feces"
"2029984","kegg:C01769","(S)-Acetoin;","Feces"
"2029993","kegg:C00849","Ethyl acetate","Feces"
"2030001","kegg:C14396","Isopropylbenzene","Feces"
"2030020","kegg:C00571","Cyclohexylamine","Feces"
"2030036","kegg:C01161","3,4-Dihydroxybenzeneacetic aci","Feces"
"2030059","kegg:C07328","Isopentanol","Feces"
"2030060","kegg:C06730","4-Methylcatechol","Feces"
"2030081","kegg:C00159","D-Mannose","Feces"
"2030115","kegg:C00164","Acetoacetic acid","Feces"
"2030144","kegg:C05789","L-Urobilinogen","Feces"
"2030149","kegg:C03665","2-Aminoisobutyric acid","Feces"
"2030202","kegg:C01586","Hippuric acid","Feces"
"2030229","kegg:C01546","2-Furoic acid","Feces"
"2030251","kegg:C00497","D-Malic acid","Feces"
"2030278","kegg:C00544","Homogentisic acid","Feces"
"2030298","kegg:C00147","Adenine","Feces"
"2030299","kegg:C00296","Quinate;","Feces"
"2030358","kegg:C08262","Isovaleric acid","Feces"
"2030396","kegg:C05604","Leucodopachrome","Feces"
"2030455","kegg:C06044","Tyrosol","Feces"
"2030460","kegg:C00756","Octanol","Feces"
"2030505","kegg:C01755","Thiocyanate","Feces"
"2030580","kegg:C00249","Palmitic acid","Feces"
"2030713","kegg:C00628","Gentisic acid","Feces"
"2030737","kegg:C01571","Capric acid","Feces"
"2030755","kegg:C16300","Stearidonic acid","Feces"
"2030831","kegg:C05465","Taurochenodesoxycholic acid","Feces"
"2030832","kegg:C14272","(R)-1-Octen-3-ol","Feces"
"2030841","kegg:C02360","2-Hydroxyadipic acid","Feces"
"2030870","kegg:C00392","Mannitol","Feces"
"2030879","kegg:C02353","Adenosine 2',3'-cyclic phospha","Feces"
"2030908","kegg:C00414","Cyclohexanone","Feces"
"2030956","kegg:C01845","Isopropyl alcohol","Feces"
"2031046","kegg:C01467","m-Cresol","Feces"
"2031072","kegg:C06076","Camphene","Feces"
"2031139","kegg:C00160","Glycolic acid","Feces"
"2031197","kegg:C00719","Betaine","Feces"
"2031242","kegg:C03017","Propionylcarnitine","Feces"
"2031247","kegg:C00243","Alpha-Lactose","Feces"
"2031284","kegg:C11002","Tetradecanedioic acid","Feces"
"2031293","kegg:C11392","(-)-beta-Phellandrene","Feces"
"2031347","kegg:C00366","Uric acid","Feces"
"2031350","kegg:C05637","4,8-Dihydroxyquinoline;","Feces"
"2031380","kegg:C16353","7-Methylxanthine","Feces"
"2031404","kegg:C12296","Isopentyl acetate","Feces"
"2031469","kegg:C00695","Cholic acid","Feces"
"2031487","kegg:C00794","Sorbitol","Feces"
"2031506","kegg:C00642","p-Hydroxyphenylacetic acid","Feces"
"2031562","kegg:C00526","Deoxyuridine","Feces"
"2031637","kegg:C08373","Dipropyl disulfide","Feces"
"2031654","kegg:C08371","Dimethyldisulfide","Feces"
"2031723","kegg:C00334","Gamma-Aminobutyric acid","Feces"
"2031744","kegg:C02595","Thiophene","Feces"
"2031746","kegg:C00715","Pterin","Feces"
"2031752","kegg:C01181","4-Trimethylammoniobutanoic aci","Feces"
"2031760","kegg:C00439","Formiminoglutamic acid","Feces"
"2031788","kegg:C00330","Deoxyguanosine","Feces"
"2031790","kegg:C17467","4-Hydroxybenzyl alcohol","Feces"
"2031805","kegg:C00130","Inosinic acid","Feces"
"2031814","kegg:C03985","3,7-Dimethyl-1,6-octadien-3-ol","Feces"
"2031828","kegg:C04555","Dehydroepiandrosterone sulfate","Feces"
"2031841","kegg:C03844","D-Pinitol","Feces"
"2031846","kegg:C01455","Toluene","Feces"
"2031894","kegg:C00020","Adenosine monophosphate","Feces"
"2031899","kegg:C02223","(±)-2-Methylbutanal","Feces"
"2031929","kegg:C10447","3,4-Dihydroxyhydrocinnamic aci","Feces"
"2031951","kegg:C00785","Urocanic acid","Feces"
"2031982","kegg:C00283","Hydrogen sulfide","Feces"
"2031985","kegg:C14518","Hemimellitene","Feces"
"2031986","kegg:C01762","Xanthosine","Feces"
"2031991","kegg:C00854","1-Hexanol","Feces"
"2032005","kegg:C00065","L-Serine","Feces"
"2032040","kegg:C06672","Vanillic acid","Feces"
"2032041","kegg:C00146","Phenol","Feces"
"2032124","kegg:C01502","Guaiacol","Feces"
"2032150","kegg:C07113","Acetophenone","Feces"
"2032172","kegg:C00581","Guanidoacetic acid","Feces"
"2032216","kegg:C06308","(-)-alpha-Pinene","Feces"
"2032224","kegg:C00029","Uridine diphosphate glucose","Feces"
"2032239","kegg:C11388","(R)-3,7-Dimethyl-1,6-octadien-","Feces"
"2032253","kegg:C00670","Glycerophosphocholine","Feces"
"2032279","kegg:C07880","Ursodeoxycholic acid","Feces"
"2032297","kegg:C00954","Indoleacetic acid","Feces"
"2032337","kegg:C00806","(±)-Tryptophan","Feces"
"2032406","kegg:C03882","Piperine","Feces"
"2032450","kegg:C12307","Decanal","Feces"
"2032455","kegg:C12290","Ethyl isovalerate","Feces"
"2032465","kegg:C03196","L-2-Hydroxyglutaric acid","Feces"
"2032556","kegg:C11221","Leucyl-phenylalanine","Feces"
"2032567","kegg:C02946","4-Acetamidobutanoic acid","Feces"
"2032584","kegg:C00504","Folic acid","Feces"
"2032591","kegg:C01585","Caproic acid","Feces"
"2032606","kegg:C17145","Ethyl pentyl ketone","Feces"
"2032634","kegg:C00191","D-Glucuronic acid","Feces"
"2032701","kegg:C00488","Formamide","Feces"
"2032703","kegg:C06350","(R,S)-Norlaudanosoline","Feces"
"2032705","kegg:C01801","Deoxyribose","Feces"
"2032715","kegg:C00469","Ethanol","Feces"
"2032735","kegg:C02261","D-Alpha-aminobutyric acid","Feces"
"2032751","kegg:C00543","Dimethylamine","Feces"
"2032753","kegg:C03145","N-Formyl-L-methionine","Feces"
"2032757","kegg:C00492","Raffinose","Feces"
"2032791","kegg:C02713","N-Acetylmuramate","Feces"
"2032822","kegg:C00805","Salicylic acid","Feces"
"2032823","kegg:C09629","(?)-beta-Caryophyllene","Feces"
"2032847","kegg:C00086","Urea","Feces"
"2032863","kegg:C05512","Deoxyinosine","Feces"
"2032923","kegg:C00137","myo-Inositol","Feces"
"2032963","kegg:C13747","Paraxanthine","Feces"
"2032972","kegg:C00022","Pyruvic acid","Feces"
"2033022","kegg:C00149","L-Malic acid","Feces"
"2033098","kegg:C03878","Beta-N-Acetylglucosamine","Feces"
"2033111","kegg:C14522","m-Ethyl_toluene","Feces"
"2033126","kegg:C00521","D-Limonene","Feces"
"2033130","kegg:C06099","(+)-Limonene","Feces"
"2033160","kegg:C00836","Sphinganine","Feces"
"2033171","kegg:C16776","beta-Sesquiphellandrene","Feces"
"2033204","kegg:C05642","Acetyl-N-formyl-5-methoxykynur","Feces"
"2033222","kegg:C00449","Saccharopine","Feces"
"2033285","kegg:C16512","Palmitoylethanolamide","Feces"
"2033289","kegg:C06425","Arachidic acid","Feces"
"2033294","kegg:C00212","Adenosine","Feces"
"2033326","kegg:C05853","2-Phenylethanol","Feces"
"2033337","kegg:C08313","3-Methylindole","Feces"
"2033345","kegg:C02067","Pseudouridine","Feces"
"2033346","kegg:C00037","Glycine","Feces"
"2033368","kegg:C00408","L-Pipecolic acid","Feces"
"2033414","kegg:C01607","Phytanic acid","Feces"
"2033462","kegg:C03758","Dopamine","Feces"
"2033491","kegg:C01412","Butanal","Feces"
"2033494","kegg:C14996","2-Dodecanone","Feces"
"2033520","kegg:C10443","Curcumin","Feces"
"2033564","kegg:C06809","Acetylcysteine","Feces"
"2033597","kegg:C01062","5-Keto-D-gluconate","Feces"
"2033608","kegg:C00300","Creatine","Feces"
"2033615","kegg:C03642","Taurolithocholic acid 3-sulfat","Feces"
"2033652","kegg:C00509","Naringenin","Feces"
"2033668","kegg:C02632","Isobutyric acid","Feces"
"2033685","kegg:C07372","Probenecid","Feces"
"2033799","kegg:C00064","L-Glutamine","Feces"
"2033842","kegg:C07111","Ethylbenzene","Feces"
"2033852","kegg:C01104","Trimethylamine N-oxide","Feces"
"2034001","kegg:C13828","Cervonoyl ethanolamide","Feces"
"2034006","kegg:C09871","Geraniol","Feces"
"2034041","kegg:C00258","Glyceric acid","Feces"
"2034075","kegg:C11389","D-Linalool","Feces"
"2034145","kegg:C00322","Oxoadipic acid","Feces"
"2034159","kegg:C00803","Valeric acid","Feces"
"2034232","kegg:C00058","Formic acid","Feces"
"2034248","kegg:C00669","gamma-Glutamylcysteine","Feces"
"2034340","kegg:C01252","4-(2-Aminophenyl)-2,4-dioxobut","Feces"
"2034375","kegg:C05503","17-beta-Estradiol-3-glucuronid","Feces"
"2034380","kegg:C00245","Taurine","Feces"
"2034388","kegg:C00407","L-Isoleucine","Feces"
"2034402","kegg:C01601","Pelargonic acid","Feces"
"2034419","kegg:C01542","o-Cresol","Feces"
"2034447","kegg:C00315","Spermidine","Feces"
"2034451","kegg:C00556","Benzyl alcohol","Feces"
"2034469","kegg:C13834","Tridecane","Feces"
"2034492","kegg:C17658","Isolithocholic acid","Feces"
"2034512","kegg:C12285","Sucralose","Feces"
"2034538","kegg:C00257","Gluconic acid","Feces"
"2034547","kegg:C00850","Phenol sulphate","Feces"
"2034560","kegg:C17530","Methyl acetate","Feces"
"2034569","kegg:C01438","Methane","Feces"
"2034570","kegg:C06475","Prostaglandin F1a","Feces"
"2034585","kegg:C00318","L-Carnitine","Feces"
"2034594","kegg:C00073","L-Methionine","Feces"
"2034647","kegg:C09647","alpha-Cubebene","Feces"
"2034654","kegg:C06153","scyllo-Inositol","Feces"
"2034674","kegg:C19891","1D-chiro-Inositol;","Feces"
"2034682","kegg:C02679","Dodecanoic acid","Feces"
"2034720","kegg:C05795","D-Urobilin","Feces"
"2034738","kegg:C09849","D-Citronellol","Feces"
"2034746","kegg:C06150","D-chiro-inositol","Feces"
"2034764","kegg:C05463","Taurodeoxycholic acid","Feces"
"2034803","kegg:C00739","D-Lysine","Feces"
"2034812","kegg:C09727","Epicatechin","Feces"
"2034849","kegg:C01494","trans-Ferulic acid","Feces"
"2034895","kegg:C07041","Hydrochlorothiazide","Feces"
"2034923","kegg:C00193","Benzaldehyde","Feces"
"2034937","kegg:C09213","Lenticin","Feces"
"2034952","kegg:C06307","(-)-beta-Pinene","Feces"
"2034962","kegg:C03990","Lithocholic acid","Feces"
"2035004","kegg:C08645","Methylsuccinic acid","Feces"
"2035007","kegg:C08283","(S)-Homostachydrine","Feces"
"2035050","kegg:C07092","P-Dichlorobenzene","Feces"
"2035056","kegg:C00780","Serotonin","Feces"
"2035095","kegg:C01019","L-Fucose","Feces"
"2035116","kegg:C13713","Tetrahydrodeoxycorticosterone","Feces"
"2035155","kegg:C00872","Aminomalonic acid","Feces"
"2035165","kegg:C19818","beta-Phellandrene","Feces"
"2035229","kegg:C15646","LysoPA(P-16:0e/0:0)","Feces"
"2035255","kegg:C09877","(+)-beta-Phellandrene","Feces"
"2035290","kegg:C05519","L-Allothreonine","Feces"
"2035295","kegg:C11143","Dimethyl sulfoxide","Feces"
"2035342","kegg:C00500","Biliverdin","Feces"
"2035348","kegg:C19355","2-Butoxyethanol","Feces"
"2035360","kegg:C00253","Nicotinic acid","Feces"
"2035361","kegg:C03033","Tyramine glucuronide","Feces"
"2035377","kegg:C17073","p-Menth-1-en-4-ol","Feces"
"2035398","kegg:C00246","Butyric acid","Feces"
"2035424","kegg:C01026","Dimethylglycine","Feces"
"2035450","kegg:C06104","Adipic acid","Feces"
"2035473","kegg:C02656","Pimelic acid","Feces"
"2035493","kegg:C06074","7-Methyl-3-methylene-1,6-octad","Feces"
"2035521","kegg:C07112","1-Phenylethanol","Feces"
"2035585","kegg:C01551","Allantoin","Feces"
"2035608","kegg:C19263","Methyl isobutyl ketone","Feces"
"2035626","kegg:C01879","Pyroglutamic acid","Feces"
"2035640","kegg:C14696","1-Nonanol","Feces"
"2035659","kegg:C14572","o-Ethyltoluene","Feces"
"2035725","kegg:C00077","Ornithine","Feces"
"2035811","kegg:C08276","3-Methylthiopropionic acid","Feces"
"2035854","kegg:C02990","L-Palmitoylcarnitine","Feces"
"2035861","kegg:C01018","D-Fucose","Feces"
"2035872","kegg:C05639","4,6-Dihydroxyquinoline","Feces"
"2035879","kegg:C14687","2-Ethoxyethanol","Feces"
"2035897","kegg:C00134","Putrescine","Feces"
"2035931","kegg:C00294","Inosine","Feces"
"2035976","kegg:C00019","S-adenosyl-L-methioninate","Feces"
